"","Father_A","Father_B","Father_C","Mother_A","Mother_B","Mother_C","D21_A","D21_B","D21_C","T21_A","T21_B","T21_C"
"NM_005666",0,4,0,0,0,0,0,0,0,0,0,0
"NM_001994",0,0,0,0,0,0,0,0,0,1,0,0
"NR_135153",343,363,1668,506,562,95,701,478,360,408,582,539
"NM_194314",339,361,1663,504,547,94,688,462,350,403,557,529
"NM_001195216",20,13,67,20,24,1,51,21,27,34,35,65
"NM_001024594",1,1,2,0,0,0,1,2,0,0,1,1
"NM_133326",0,0,1,0,0,0,0,0,0,0,2,1
"NM_001320218",0,0,1,0,0,0,0,0,0,0,2,0
"NM_133262",0,0,1,0,0,0,0,0,0,0,2,0
"NM_001267798",195,81,613,315,331,62,249,122,164,216,176,300
"NR_052021",222,85,583,343,367,62,347,161,176,234,209,321
"NR_029612",12,9,15,16,8,0,10,2,9,22,10,5
"NR_029626",1,3,10,2,5,0,16,0,0,8,11,17
"NR_110525",0,0,0,0,0,0,2,0,0,0,0,0
"NR_126351",0,0,0,0,2,0,0,0,0,0,0,0
"NR_040064",14,8,21,4,7,3,16,2,21,9,1,7
"NM_001320181",412,381,840,417,427,150,462,229,150,386,375,342
"NM_001349804",323,305,696,290,328,101,361,202,98,309,262,225
"NM_001349803",385,358,844,364,383,128,445,218,132,375,296,280
"NM_001349800",462,376,950,477,438,164,536,231,177,454,356,395
"NM_001349801",401,387,885,414,416,141,463,240,147,401,346,348
"NM_001320182",301,254,739,291,310,105,367,160,108,293,218,230
"NM_001305792",513,266,1484,619,380,111,603,302,337,464,422,744
"NM_001349802",406,377,831,412,415,148,452,226,145,379,375,335
"NM_014875",542,312,1580,676,448,116,651,345,369,515,458,819
"NM_001349799",462,397,946,472,447,161,533,229,177,449,360,390
"NM_001031725",478,418,988,487,467,164,550,254,179,466,386,405
"NM_005298",6,9,31,1,0,0,1,3,0,11,21,83
"NM_001142569",345,327,676,102,103,46,136,70,70,137,68,110
"NM_018265",348,342,683,103,110,50,139,69,68,145,69,112
"NM_001367289",328,309,667,93,98,44,129,70,69,132,63,107
"NM_001367290",334,308,658,100,103,45,136,67,64,133,66,100
"NM_001252100",980,905,1670,861,1298,582,666,525,270,1072,715,886
"NM_017596",973,900,1658,855,1294,579,659,520,267,1054,706,878
"NM_001252102",971,905,1654,843,1297,573,652,525,265,1065,715,884
"NM_001252103",964,900,1642,837,1293,570,645,520,262,1047,706,876
"NM_001270601",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001288567",313,938,864,155,436,79,313,368,102,446,739,294
"NM_001288566",309,865,843,152,416,79,309,344,102,443,679,291
"NM_001288565",315,935,863,157,436,77,317,368,100,444,732,291
"NM_001288564",298,832,833,150,406,75,295,337,99,430,652,278
"NM_001288571",311,920,855,156,447,82,317,366,103,450,701,292
"NM_001288570",308,913,844,153,439,79,316,351,103,445,688,291
"NM_001288569",297,825,833,150,410,75,295,338,100,428,641,278
"NR_109921",273,757,797,136,330,68,261,302,93,385,572,250
"NR_109920",324,872,853,158,419,81,329,345,102,461,680,298
"NM_001288568",310,865,843,152,416,79,309,344,102,443,679,292
"NM_016456",308,865,842,152,416,79,309,344,102,443,678,291
"NM_001001432",0,0,0,1,0,0,0,0,0,0,0,0
"NM_001276345",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001276347",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001276346",0,0,0,0,0,0,0,0,0,0,0,0
"NM_005558",16,27,42,33,53,2,25,14,4,45,47,33
"NM_003281",1,0,6,8,6,5,3,2,0,2,2,4
"NM_001001430",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001001431",0,0,0,0,0,0,0,0,0,0,0,0
"NM_000364",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001193572",332,753,823,293,921,169,349,467,140,583,977,473
"NM_001193571",337,762,834,294,925,171,349,471,139,586,980,475
"NR_073080",105,216,243,59,212,36,38,71,37,203,358,164
"NR_026667",118,416,381,96,361,52,112,243,46,185,296,122
"NM_012396",142,290,298,89,297,58,48,109,43,277,467,208
"NM_004078",348,831,850,306,1020,177,358,523,143,619,1061,484
"NM_001193570",302,709,799,262,846,162,311,452,123,553,867,424
"NR_160746",135,121,401,89,96,59,129,64,75,180,143,149
"NR_160748",14,8,33,24,14,5,6,7,7,20,14,11
"NR_160747",24,24,80,15,29,9,62,16,25,32,33,43
"NR_049823",0,0,0,0,0,0,0,0,0,0,0,1
"NM_001167738",44,16,155,29,25,33,32,3,25,75,20,35
"NR_031599",0,0,0,0,0,0,0,0,0,0,0,0
"NR_106797",8,0,11,8,1,2,23,0,8,6,2,10
"NR_030775",1,0,8,0,0,0,0,0,0,0,5,0
"NR_145769",0,5,0,0,3,0,0,1,0,1,0,0
"NM_198149",3,1,6,0,0,0,0,0,0,0,5,0
"NM_006335",637,907,1286,587,1128,212,718,593,228,1096,1364,453
"NM_012134",0,0,1,0,0,0,0,0,2,0,0,0
"NR_146472",6,14,5,0,4,0,0,1,0,4,5,3
"NR_106798",0,3,0,1,3,0,1,0,0,1,7,0
"NM_001319184",564,675,1147,387,657,253,467,414,281,748,613,621
"NM_001319182",616,669,1222,415,659,274,605,396,293,834,618,690
"NM_004433",31,84,37,4,8,2,14,2,4,26,39,13
"NM_001114309",32,86,37,5,9,2,14,3,4,26,42,13
"NM_001319183",570,677,1152,391,666,258,467,414,282,756,613,634
"NM_020216",670,824,1280,458,801,301,603,507,337,917,748,745
"NM_080588",873,1596,1829,604,1180,360,857,892,417,1148,1299,974
"NM_001256129",131,282,417,102,264,81,128,148,59,178,260,138
"NR_037663",797,1476,1670,561,1102,325,801,859,373,1062,1207,877
"NR_037664",749,1378,1548,518,1033,305,715,773,342,976,1055,816
"NR_002930",115,40,265,56,64,29,128,48,61,72,48,127
"NM_001364877",778,1417,1620,538,1046,310,739,787,371,1050,1128,837
"NM_004767",0,1,0,0,0,0,0,0,0,0,0,0
"NM_001364878",826,1541,1718,576,1133,333,800,856,391,1099,1241,909
"NM_002832",856,1631,1763,594,1201,351,842,937,407,1144,1328,946
"NM_001199797",825,1537,1711,573,1131,330,798,855,391,1097,1240,906
"NM_138795",201,396,530,143,380,105,187,199,85,274,381,182
"NM_014176",242,271,363,202,270,85,308,186,66,283,359,281
"NM_001310326",249,281,370,207,279,85,316,188,68,296,366,300
"NM_001197131",284,86,688,236,108,62,305,55,123,280,109,271
"NR_038135",2,2,4,2,0,0,6,0,0,4,0,0
"NR_002929",1,0,14,2,3,1,1,2,2,2,0,1
"NM_002871",99,127,149,96,185,61,77,88,28,158,119,121
"NR_046326",16,8,54,1,5,4,13,4,4,9,9,11
"NR_046325",21,10,69,2,5,7,33,5,7,16,9,13
"NR_136531",616,1053,1337,506,1064,197,714,750,303,880,1191,498
"NR_146286",795,1431,1525,621,1527,266,903,995,393,1135,1647,648
"NR_146285",717,1237,1415,567,1330,237,798,906,356,1037,1435,564
"NR_146288",677,1221,1440,548,1239,223,808,827,333,957,1366,568
"NR_146287",772,1397,1488,604,1484,251,872,981,375,1118,1609,625
"NR_146289",627,1044,1386,498,1103,198,744,699,310,870,1093,531
"NR_036557",2,14,10,3,9,0,7,10,4,2,11,2
"NM_001290629",820,936,1643,699,999,345,877,673,390,1241,907,868
"NM_001322959",622,1033,1287,508,1101,206,695,752,310,903,1208,499
"NM_001322958",662,1148,1358,529,1217,216,758,804,325,958,1354,538
"NM_001322957",654,1175,1392,521,1221,203,742,796,312,954,1352,541
"NM_001322956",681,1216,1387,553,1282,229,779,889,339,1005,1408,545
"NM_001322955",606,1024,1319,497,1070,190,672,725,293,882,1184,485
"NM_016243",193,280,446,128,284,79,198,194,98,269,302,166
"NR_136532",664,1199,1410,532,1208,210,786,818,322,948,1346,552
"NR_136530",755,1404,1497,598,1479,257,884,976,376,1096,1618,624
"NR_136533",744,1389,1477,592,1463,249,861,974,367,1088,1600,613
"NR_136534",704,1249,1424,569,1325,244,810,901,357,1022,1446,568
"NM_138391",732,1368,1460,581,1433,242,848,961,358,1079,1571,600
"NM_015999",843,1037,1678,708,1068,354,888,732,402,1268,988,878
"NM_001349862",634,1051,1333,509,1159,207,728,777,319,934,1175,513
"NM_001349859",682,1192,1406,531,1300,217,789,835,335,992,1306,564
"NM_001290557",854,1071,1690,722,1077,358,911,750,405,1290,1005,888
"NM_001290553",816,933,1639,687,997,343,869,675,389,1224,913,859
"NM_002479",0,0,1,0,0,0,0,0,0,0,0,0
"NR_160550",4,2,3,4,0,1,10,2,0,1,2,0
"NR_117097",0,15,10,1,19,0,1,15,6,6,10,2
"NR_117098",4,16,12,1,17,3,7,16,7,7,16,2
"NM_004997",2,2,4,1,2,0,4,1,0,0,1,6
"NR_045785",3,1,8,4,3,0,0,0,1,3,10,0
"NM_001256125",3,1,8,0,2,0,0,0,0,3,8,0
"NM_003465",3,1,8,4,3,0,0,0,1,3,10,0
"NR_045784",3,1,8,4,3,0,0,1,1,4,10,3
"NM_001276",33,38,114,46,28,27,14,1,2,56,38,26
"NR_034150",19,41,46,36,66,19,41,26,9,29,36,22
"NR_034151",24,48,70,53,100,29,49,37,17,33,44,28
"NM_002023",2,0,4,0,7,2,1,0,0,2,4,0
"NM_006763",3251,3106,7551,2143,3173,1247,3258,2228,1474,5199,4116,2876
"NR_103757",2,0,4,0,7,2,1,0,0,2,1,0
"NM_002725",1,2,2,2,2,0,0,0,1,0,0,1
"NM_014359",0,1,0,0,0,0,0,0,0,0,0,0
"NM_201348",1,2,2,2,2,0,0,0,1,0,0,1
"NM_017773",229,290,458,123,282,83,245,162,85,496,480,212
"NR_003019",0,1,1,0,3,0,0,1,0,0,4,0
"NR_046213",3,0,3,5,0,1,0,0,3,3,1,1
"NM_001136190",179,185,390,94,186,65,195,104,58,417,331,184
"NM_001282878",172,173,359,90,174,66,191,97,59,402,316,181
"NM_001174108",1527,960,3039,1593,1048,251,1670,681,750,1695,875,1281
"NM_003094",568,586,1379,515,620,180,680,355,212,751,809,498
"NM_001304464",597,689,1404,534,650,184,702,391,222,780,866,520
"NM_001328637",351,357,1154,286,380,131,400,216,120,436,445,299
"NM_001328638",306,271,1107,252,320,126,359,158,105,394,346,264
"NR_130746",323,271,1149,304,299,129,407,158,118,425,331,290
"NR_027902",3,1,1,0,0,1,1,0,1,0,0,0
"NM_002256",0,0,1,0,0,0,0,0,0,0,0,1
"NR_123739",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001297761",0,0,4,0,0,0,0,0,0,0,0,1
"NM_000537",0,0,1,0,0,0,1,0,0,0,0,0
"NM_001297760",0,0,4,0,0,0,0,0,0,0,0,1
"NM_018208",0,0,4,0,0,0,0,0,0,0,0,1
"NM_001297762",0,0,4,0,0,0,0,0,0,0,0,1
"NR_027022",0,1,0,0,0,0,0,0,0,0,0,0
"NM_032833",1951,1607,3722,1773,1714,623,2185,1046,807,2299,1509,1520
"NM_001278519",3863,2135,8551,3191,1812,1310,4584,1386,2312,4035,1568,3133
"NM_001204172",3606,1965,8004,3001,1675,1226,4307,1274,2164,3754,1438,2922
"NM_001204171",4537,2622,9509,3678,2326,1495,5351,1716,2648,4672,1928,3650
"NM_001278516",4628,2663,9660,3813,2353,1530,5476,1739,2739,4777,1997,3750
"NM_002393",4832,2812,9851,3962,2508,1579,5729,1836,2832,4946,2116,3905
"NM_001278518",4082,2281,8883,3372,1993,1370,4858,1502,2431,4226,1670,3303
"NM_001278517",4363,2432,9266,3597,2113,1438,5144,1566,2589,4515,1838,3542
"NM_201630",0,0,0,0,0,0,7,0,0,1,0,0
"NM_006338",0,0,0,0,0,0,7,0,0,1,0,0
"NM_005057",656,611,1068,618,596,261,614,298,257,949,596,491
"NM_005076",1,0,0,0,0,0,0,1,0,1,0,0
"NR_144350",1,0,0,0,0,0,0,1,0,1,0,0
"NM_203376",39,15,42,26,12,12,36,10,18,45,10,12
"NM_001193272",606,563,1025,570,560,239,547,276,238,869,547,453
"NM_001193273",601,495,1006,556,502,220,573,256,232,841,486,449
"NM_001346083",1,0,0,0,0,0,0,1,0,1,0,0
"NM_015375",197,203,444,176,160,105,201,159,109,142,160,169
"NM_199462",186,200,426,171,151,105,196,154,99,135,156,168
"NM_018203",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001271864",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001271863",0,0,0,0,0,0,0,0,0,0,0,0
"NM_030952",14,13,42,46,40,26,46,24,19,41,21,63
"NR_038425",0,0,0,1,0,0,0,0,1,1,0,0
"NM_001271865",0,0,0,0,0,0,0,0,0,0,0,0
"NR_148934",0,1,1,0,1,0,0,0,0,0,0,0
"NR_103783",0,0,0,0,1,0,0,0,0,0,0,0
"NR_029893",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027086",1,0,0,3,0,0,1,0,0,3,0,1
"NR_152721",1,0,0,3,1,0,1,0,0,3,0,1
"NM_001973",3908,1292,8510,3982,1604,678,4302,903,1921,4643,1223,3285
"NM_181644",22,16,69,32,26,18,46,24,23,65,50,36
"NM_021795",670,182,1625,525,185,158,681,116,300,730,128,565
"NM_022731",4350,3917,8814,4504,4448,1076,5843,2841,2227,5985,4189,4138
"NM_003929",357,274,743,422,276,198,294,120,99,475,316,329
"NM_033102",107,169,211,69,165,54,66,55,26,54,117,98
"NM_001135664",330,229,701,394,235,188,292,98,93,428,274,306
"NM_001135663",340,264,739,394,255,193,281,108,94,438,271,311
"NM_001135662",356,273,737,422,272,194,293,111,99,471,312,323
"NR_046097",3,5,4,9,3,0,0,0,0,13,2,7
"NR_046098",3,3,1,6,2,0,0,0,0,4,2,1
"NM_173854",41,16,56,22,3,4,25,19,11,61,28,41
"NR_135186",0,2,0,0,0,0,0,0,0,0,0,0
"NM_152491",0,2,0,0,0,0,0,2,0,0,0,0
"NR_110984",0,0,0,0,0,0,0,0,0,1,0,0
"NR_110983",0,0,0,0,0,0,0,0,0,1,0,0
"NR_110982",210,197,752,137,296,101,199,173,162,294,253,158
"NM_001304839",0,0,0,0,1,0,0,0,0,0,0,0
"NM_001317331",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001910",0,0,0,0,0,0,0,0,0,0,2,0
"NM_148964",0,0,0,0,0,0,0,0,0,0,2,0
"NM_177403",0,0,0,0,1,0,0,1,0,0,0,0
"NM_001164522",0,0,0,0,1,0,0,1,0,0,0,0
"NM_000707",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001007544",225,107,126,91,224,58,125,39,18,254,221,76
"NM_001369490",83,25,44,29,30,16,20,10,3,37,22,10
"NM_001317901",231,91,402,137,106,53,321,81,101,235,96,216
"NR_134239",238,95,450,144,125,54,339,82,103,247,96,219
"NM_001123168",457,266,783,271,282,98,605,179,228,431,287,430
"NR_106919",0,0,0,0,0,0,0,0,0,1,0,0
"NM_014002",637,718,955,576,960,254,440,448,161,552,616,396
"NM_001193322",569,665,906,546,892,233,401,416,153,496,549,375
"NM_001193321",577,571,883,522,805,227,361,391,148,480,494,342
"NM_003582",555,538,992,550,613,212,472,296,166,733,589,408
"NM_001004023",569,561,1016,557,621,218,482,309,169,748,609,420
"NM_001201478",996,1278,2268,718,1184,343,780,694,393,1197,1401,708
"NM_006893",1501,1892,3059,1191,1915,509,1280,1158,610,1899,2142,1120
"NM_000572",202,267,395,79,205,41,52,111,11,216,269,95
"NM_002644",1450,1589,2571,224,226,37,575,393,332,458,349,226
"NM_006850",1,0,7,0,1,0,0,0,2,1,3,0
"NM_001185157",1,0,7,0,1,0,0,0,2,3,3,0
"NM_001142473",2314,1009,4736,1484,1054,765,1898,604,1029,2637,834,1648
"NM_001369605",3,3,3,5,4,1,9,2,2,1,1,2
"NM_001193338",2698,1451,5533,1732,1517,929,2227,828,1180,3082,1170,1918
"NM_018724",0,1,0,0,0,0,0,0,0,0,0,0
"NM_001185156",1,0,7,0,1,0,0,0,2,3,3,0
"NM_005449",3133,1719,6123,2063,1780,1073,2608,1010,1390,3573,1415,2239
"NM_001185158",1,0,6,0,1,0,0,0,2,1,3,0
"NM_023938",1,1,4,0,0,0,4,1,0,1,0,1
"NM_001018053",82,90,122,104,57,7,34,29,23,142,79,50
"NM_018566",334,416,971,334,376,51,350,278,150,445,413,353
"NM_001083924",1,1,4,0,0,0,4,1,0,1,0,0
"NM_006212",267,197,379,198,149,23,135,61,55,339,185,157
"NM_001276320",328,398,959,329,365,47,347,261,147,432,397,345
"NM_000715",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001300902",456,447,1454,456,344,72,436,252,266,623,441,540
"NM_175710",362,172,411,351,238,47,133,52,49,241,159,137
"NM_172353",2016,1219,4892,2133,1409,377,2314,926,1111,2585,1503,1923
"NM_172357",1978,1212,5052,2163,1457,373,2369,909,1138,2585,1564,1925
"NR_135298",543,344,1213,285,311,112,363,176,203,380,291,430
"NR_135299",603,388,1308,300,327,125,391,218,213,406,299,459
"NR_026817",2,4,1,0,2,0,2,0,2,0,0,3
"NR_029832",0,0,2,0,0,0,0,0,0,0,0,0
"NM_172361",1865,1138,4713,1996,1358,351,2154,842,1037,2397,1348,1769
"NM_172356",1936,1168,4829,2072,1397,361,2224,884,1088,2489,1370,1826
"NM_172359",2288,1348,5282,2471,1640,417,2612,1060,1267,2926,1689,2164
"NR_029518",0,0,0,0,0,0,0,0,0,0,0,0
"NM_153826",2161,1286,5097,2298,1549,401,2449,1003,1196,2762,1604,2018
"NM_172350",1839,1088,4505,1940,1289,341,2169,848,999,2333,1317,1703
"NM_172358",2011,1165,4792,2128,1412,363,2317,920,1097,2527,1432,1845
"NM_002389",2447,1458,5638,2719,1768,446,2918,1156,1403,3187,1954,2375
"NM_172355",2058,1242,5169,2247,1496,385,2439,952,1192,2682,1587,1985
"NM_172351",2316,1396,5443,2528,1676,428,2745,1099,1326,3006,1867,2212
"NM_172352",2158,1315,5236,2324,1524,401,2602,1015,1226,2809,1758,2101
"NM_001773",1,0,2,0,0,0,0,0,0,0,0,0
"NM_001025109",0,1,5,0,0,0,5,1,0,2,0,2
"NR_146914",0,0,0,0,0,0,0,0,0,0,0,0
"NR_146915",0,0,0,0,0,0,0,0,0,0,0,0
"NR_135085",0,0,0,0,0,0,0,0,0,0,0,0
"NR_146491",0,0,0,0,0,0,0,0,0,0,1,0
"NR_029622",0,0,0,3,2,1,0,0,0,0,0,0
"NR_145437",0,0,1,7,11,11,0,0,0,0,0,0
"NR_145436",0,0,1,3,4,5,0,0,0,0,0,0
"NR_145435",0,0,1,8,7,12,0,0,0,0,0,0
"NR_145434",0,0,1,10,12,14,0,0,0,0,0,0
"NR_145433",0,0,1,5,6,9,0,0,0,0,0,0
"NM_000228",14,26,29,1,5,4,4,12,6,11,40,39
"NR_036213",0,0,0,0,0,0,0,0,0,0,0,0
"NR_134511",5,2,26,2,2,1,0,3,0,4,1,3
"NM_015714",32,163,140,0,7,0,24,14,10,57,59,24
"NM_001127641",14,24,29,1,5,4,4,12,6,11,39,39
"NM_001017402",16,30,29,1,5,4,4,13,6,18,47,43
"NM_025228",793,734,1027,544,1074,257,776,556,195,796,998,775
"NM_001206696",13,34,65,0,1,1,11,11,10,16,26,19
"NM_152485",136,254,302,124,218,37,149,154,61,159,235,145
"NM_001320143",741,642,958,504,921,229,728,474,167,707,818,695
"NR_109871",591,509,849,386,750,197,662,404,146,600,695,574
"NM_001320144",745,666,973,504,986,245,699,514,186,743,923,718
"NM_001287754",472,382,582,326,628,115,463,233,101,439,480,464
"NM_006147",17,37,75,0,1,1,18,11,12,17,28,27
"NR_024337",0,0,1,0,0,0,0,0,0,0,0,0
"NR_046784",0,0,0,0,0,0,0,0,0,0,0,0
"NM_004619",928,529,2030,1149,798,281,1381,470,715,1122,596,1102
"NM_145759",934,531,2035,1167,803,283,1384,469,718,1126,591,1113
"NM_001033910",946,547,2038,1156,823,290,1393,485,719,1128,600,1114
"NM_001319207",955,549,2065,1183,833,298,1410,487,730,1132,605,1121
"NM_001164688",1,0,0,0,0,0,2,0,0,0,0,0
"NM_183059",1,0,0,0,0,0,2,0,0,0,0,0
"NM_001204183",154,152,255,85,170,21,200,121,67,132,167,131
"NM_001204182",147,145,247,78,161,21,183,116,64,131,163,127
"NR_131925",0,0,0,0,0,0,0,0,0,0,0,0
"NM_002497",247,241,482,164,274,32,302,193,129,244,265,254
"NM_021194",398,296,1093,595,482,103,538,277,314,616,378,495
"NR_135818",0,2,0,0,1,0,0,0,0,0,2,0
"NR_135819",4,1,0,0,1,0,0,1,0,2,3,3
"NR_135820",6,3,7,0,1,0,4,2,0,2,4,2
"NR_026911",2742,8150,6916,2859,9123,1083,3376,5476,1315,3685,9538,2363
"NR_036068",2,0,6,6,1,0,25,5,2,3,11,4
"NR_125982",0,0,0,0,0,0,0,0,0,0,0,0
"NR_125983",1,0,0,0,0,0,0,0,0,0,1,0
"NR_125984",3,6,2,0,1,0,0,2,4,2,6,1
"NM_018252",285,271,624,198,307,74,266,179,89,277,286,187
"NR_004389",10,6,8,5,2,3,8,3,9,5,3,7
"NR_026598",120,414,425,122,406,59,118,251,70,164,317,121
"NM_001198862",270,263,613,196,292,74,254,167,80,260,280,175
"NM_013349",198,755,516,179,735,95,223,481,131,257,611,195
"NR_125985",0,0,0,0,0,2,0,0,0,0,0,0
"NM_001040619",271,469,711,253,487,117,286,190,105,528,438,252
"NM_001206488",238,415,661,220,422,109,249,165,85,467,393,228
"NM_153606",1,3,10,0,4,0,1,2,0,0,1,2
"NM_001206486",230,375,650,222,392,100,227,155,86,466,344,221
"NM_001206484",237,432,664,218,439,113,245,172,88,470,396,234
"NM_018664",122,255,116,86,338,44,65,128,26,181,326,89
"NM_001674",253,445,679,231,471,115,281,178,95,499,422,242
"NM_001042553",268,214,480,241,267,65,254,112,86,322,262,218
"NM_001146171",291,229,498,264,294,66,263,126,90,340,298,238
"NM_001146170",227,153,440,196,205,53,210,93,75,274,206,189
"NM_001042552",280,221,493,256,278,66,261,123,91,339,291,227
"NM_001146169",257,186,463,239,244,61,229,95,81,292,252,211
"NR_027285",24,31,53,24,21,8,31,13,8,23,17,21
"NM_001363589",218,169,418,202,218,55,188,95,60,259,195,173
"NM_001363590",217,167,416,197,216,55,185,90,60,259,195,172
"NM_001024601",2,8,11,2,4,2,5,1,0,3,11,6
"NR_027286",17,20,39,11,15,3,19,8,7,11,10,9
"NM_024749",1128,554,2568,2988,1333,723,1621,432,632,2090,865,1868
"NM_001136474",1237,633,2697,3235,1561,791,1729,529,675,2313,1012,2027
"NM_001136475",1157,562,2578,3112,1430,747,1626,475,651,2169,920,1895
"NM_001301056",1284,669,2757,3317,1634,836,1778,552,698,2395,1060,2108
"NM_001300755",739,457,1371,717,556,135,786,375,396,869,601,728
"NM_001300753",696,397,1307,682,469,125,756,339,370,792,499,688
"NM_001300757",650,381,1258,657,451,114,726,317,346,764,483,644
"NM_001300758",650,381,1258,657,450,114,726,317,346,760,483,644
"NR_125333",586,336,1157,562,415,101,680,265,316,692,442,576
"NM_144567",806,478,1449,809,607,136,847,420,456,895,597,778
"NR_046189",0,0,0,0,0,0,0,0,0,0,0,0
"NM_016343",659,784,4097,1206,1360,368,1126,1131,930,832,1789,2418
"NR_125992",0,0,0,0,0,0,0,0,0,0,0,0
"NR_125993",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001297754",233,271,653,326,353,43,399,263,140,293,323,303
"NR_125784",0,0,0,0,0,0,0,0,0,0,0,0
"NR_048550",0,0,0,0,0,0,0,0,0,0,0,0
"NR_110794",0,0,0,0,0,0,0,0,1,0,0,0
"NR_046268",1,0,0,0,0,0,0,0,0,0,0,0
"NM_016052",255,232,537,289,281,55,419,158,144,355,256,310
"NR_125715",1,0,2,0,0,0,0,2,0,0,0,1
"NR_146760",0,0,1,0,0,0,0,0,0,0,0,1
"NR_146917",6,0,0,0,0,0,0,0,0,0,0,1
"NM_138794",329,303,1079,332,432,85,467,264,241,374,426,520
"NM_001350629",316,252,1010,292,328,65,441,229,247,355,349,477
"NM_001350628",375,325,1136,369,467,88,501,283,280,414,459,572
"NM_001300772",337,252,1057,339,354,75,463,233,247,342,355,520
"NM_001300771",335,254,1061,329,349,76,471,229,258,349,350,500
"NM_001300769",202,177,793,212,233,48,320,179,187,236,224,353
"NM_001300770",280,234,968,268,303,63,412,216,223,322,328,438
"NM_001355457",720,812,1794,804,896,194,849,560,402,883,845,610
"NR_046437",0,0,1,0,0,1,0,0,0,0,0,0
"NM_018713",0,0,1,0,0,1,0,0,0,0,0,0
"NM_004446",2230,3138,7082,3021,3889,577,3949,3085,1753,3086,4353,3190
"NR_002994",10,56,38,14,19,2,5,18,10,7,22,13
"NR_029711",0,0,0,0,0,0,0,0,0,0,0,0
"NR_029628",0,0,0,0,0,0,0,0,0,0,0,0
"NM_018060",1747,1695,2719,1492,1733,469,1785,1156,622,2094,1685,1401
"NR_031705",3,5,6,6,2,0,22,3,10,11,6,26
"NR_001587",155,82,311,230,79,25,267,61,77,219,76,186
"NM_001286129",8,4,38,2,1,0,75,31,52,39,16,46
"NM_024709",5,9,28,75,76,9,49,49,15,43,112,85
"NM_001331042",9,10,53,15,27,11,62,14,20,24,48,71
"NR_157260",0,0,0,0,0,0,0,0,0,0,0,0
"NR_110797",0,0,0,0,0,0,0,0,0,0,0,1
"NM_017898",15,19,75,31,40,19,96,25,27,57,77,108
"NM_001317338",15,19,76,44,41,19,97,30,27,63,82,113
"NM_022746",0,5,0,1,0,1,1,9,1,3,5,19
"NM_021958",0,3,0,1,0,2,0,1,0,0,0,2
"NR_024236",0,0,0,0,0,0,0,0,0,0,0,0
"NR_111939",431,402,776,269,317,110,475,191,135,638,320,340
"NR_111940",432,431,779,277,322,112,451,199,136,641,333,333
"NM_007207",795,910,1320,456,648,189,764,424,281,1126,745,652
"NR_125989",0,0,0,0,0,0,0,0,0,0,2,0
"NR_149057",0,0,0,0,1,0,0,0,0,0,0,0
"NR_149071",0,0,0,0,0,0,0,0,0,2,0,0
"NM_024746",0,0,10,2,1,0,1,1,1,0,0,4
"NR_110613",14,6,31,10,1,3,5,2,4,17,15,13
"NR_110614",24,15,54,13,13,7,12,6,11,27,25,16
"NM_001324062",617,548,2143,679,495,158,907,379,382,879,708,796
"NM_001324063",525,486,1935,601,437,125,751,309,330,748,578,673
"NM_001324064",612,544,2131,679,495,151,911,374,382,870,699,783
"NM_001324065",551,485,1685,585,394,140,757,282,318,760,560,662
"NM_198551",611,542,2126,674,493,151,906,369,376,868,694,780
"NM_001300867",545,479,1671,580,391,133,756,276,315,748,548,649
"NM_001288579",347,227,1133,393,265,52,542,213,223,433,338,395
"NM_001288580",319,206,1096,382,252,49,527,206,217,401,305,368
"NM_001288581",308,225,1063,381,257,50,548,205,224,395,317,362
"NR_136691",5,5,10,1,1,1,0,0,1,5,0,4
"NM_001324080",3,0,1,0,0,1,0,0,1,1,0,0
"NM_144695",383,268,1220,443,306,57,629,247,257,484,388,455
"NR_109927",67,54,114,29,47,14,64,42,35,58,68,55
"NM_207468",5,5,10,1,1,1,0,0,1,4,0,4
"NM_003268",0,0,0,0,0,0,0,1,0,1,0,0
"NM_152610",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001031685",308,253,691,104,107,44,484,200,165,247,172,195
"NM_005426",311,260,696,104,108,47,488,211,165,252,175,199
"NR_132119",403,315,805,289,275,121,315,263,183,382,386,406
"NR_110669",1,0,0,0,0,0,0,0,0,0,0,0
"NR_110668",1,0,0,2,2,2,4,0,0,2,0,0
"NM_001321541",509,486,1130,489,692,262,640,438,262,696,503,523
"NM_003676",491,469,1106,477,663,257,632,427,260,683,495,519
"NM_001321542",461,407,1057,439,591,240,603,378,250,635,436,488
"NR_031574",19,0,10,5,0,3,6,2,6,8,0,4
"NM_014184",350,438,697,291,420,136,401,315,220,478,427,271
"NM_001277200",91,170,245,53,179,44,109,118,49,123,178,66
