"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Row.names.y","X","Chr","Start","End","Strand","Length","chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","len","tssstart","tssend","bodystart","bodyend","controlgenes","controlgenes18","controlgenes19","controlgenes20","controlgenes21","controlgenes21shuffle","V2"
"19270","NR_110545",1.08108855513072,1.80597522194381,2.00824904513454,0.899278516436603,0.36850432761257,NA,"NR_110545",68700,"chr21;chr21;chr21;chr21;chr21;chr21","38326359;38331721;38332426;38332962;38333316;38345895","38326545;38331788;38332477;38333032;38333376;38346076","-;-;-;-;-;-",621,"chr21",38326358,38346076,"NR_110545",0,"-",38346076,38346076,0,6,"187,68,52,71,61,182,","0,5362,6067,6603,6957,19536,",19718,38345576,38346576,38326858,38345076,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC01423"
"19287","NR_110566",678.812457840784,0.472258750994361,0.177322391064522,2.66327759376153,0.00773835474094853,0.0724609291199522,"NR_110566",68900,"chr21;chr21;chr21","46229231;46236224;46240834","46229266;46236326;46242987","+;+;+",2293,"chr21",46229230,46242987,"NR_110566",0,"+",46242987,46242987,0,3,"36,103,2154,","0,6993,11603,",13757,46228730,46229730,46230230,46242487,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"MCM3AP-AS1"
"19385","NR_110761",36.5792147485234,-1.41178160371908,0.433443099308191,-3.257132495528,0.00112543887024321,0.0162834291906697,"NR_110761",68981,"chr22;chr22;chr22","11897406;11910166;11955271","11897467;11910219;11956534","+;+;+",1380,"chr22",11897405,11956534,"NR_110761",0,"+",11956534,11956534,0,3,"62,54,1264,","0,12760,57865,",59129,11896905,11897905,11898405,11956034,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC102723769"
"19565","NR_119384",368.188999704513,0.29877180937214,0.21006096508079,1.42230999108869,0.154936279727318,0.491476765432988,"NR_119384",68768,"chr21;chr21","42009194;42024306","42009584;42024920","+;+",1006,"chr21",42009193,42024920,"NR_119384",0,"+",42024920,42024920,0,2,"391,615,","0,15112,",15727,42008693,42009693,42010193,42024420,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"ZNF295-AS1"
"19610","NR_120386",66.9700752302748,0.242946854405187,0.334537746463924,0.726216568901848,0.467706016156695,0.791239212845767,"NR_120386",69867,"chr22","31346759","31351155","+",4397,"chr22",31346758,31351155,"NR_120386",0,"+",31351155,31351155,0,1,"4397,","0,",4397,31346258,31347258,31347758,31350655,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LINC01521"
"19616","NR_120405",3.90669431503679,1.08148350290785,1.06512178205039,1.01536136161441,0.309933604203439,0.672207121245348,"NR_120405",68256,"chr21;chr21;chr21;chr21","38877291;38901901;38923638;38937810","38880372;38901965;38923693;38938429","-;-;-;-",3823,"chr21",38877290,38938429,"NR_120405",0,"-",38938429,38938429,0,4,"3082,65,56,620,","0,24610,46347,60519,",61139,38937929,38938929,38877790,38937429,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC400867"
"19718","NR_120596",1.1383684462887,-4.71625028927282,2.27280806916587,-2.07507635741707,0.0379794585356807,NA,"NR_120596",70225,"chr22;chr22","42364400;42368715","42364725;42369208","-;-",820,"chr22",42364399,42369208,"NR_120596",0,"-",42369208,42369208,0,2,"326,494,","0,4315,",4809,42368708,42369708,42364899,42368208,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LINC01315"
"19854","NR_122046",15.8379495623653,-0.811711710009933,0.529123216864684,-1.5340693512179,0.125012592361844,0.441761807417805,"NR_122046",69312,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","47631674;47635180;47686200;47686575;47686803;47687141;47704589;47738434;47854911","47631886;47635353;47686312;47686695;47686938;47687206;47704747;47738576;47855600","+;+;+;+;+;+;+;+;+",1815,"chr22",47631673,47855600,"NR_122046",0,"+",47855600,47855600,0,9,"213,174,113,121,136,66,159,143,690,","0,3506,54526,54901,55129,55467,72915,106760,223237,",223927,47631173,47632173,47632673,47855100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC284930"
"19869","NR_122113",9.26861425036161,0.109892416130906,1.49578580620173,0.0734680163933082,0.941433694494678,0.979660375826211,"NR_122113",69335,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","15784954;15787172;15788585;15788820;15790661;15791010;15815476;15826142","15785057;15787282;15788699;15788931;15790798;15791152;15815566;15827434","+;+;+;+;+;+;+;+",2107,"chr22",15784953,15827434,"NR_122113",0,"+",15827434,15827434,0,8,"104,111,115,112,138,143,91,1293,","0,2218,3631,3866,5707,6056,30522,41188,",42481,15784453,15785453,15785953,15826934,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"DUXAP8"
"19886","NR_125362",44.3550626847124,0.0330623450105421,0.354755034587347,0.0931976766700449,0.925746520106235,0.975855338345084,"NR_125362",70253,"chr22;chr22;chr22","43038585;43041211;43052055","43040264;43041301;43052365","+;+;+",2082,"chr22",43038584,43052365,"NR_125362",0,"+",43052365,43052365,0,3,"1680,91,311,","0,2626,13470,",13781,43038084,43039084,43039584,43051865,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC100506679"
"19892","NR_125371",228.780726305586,0.141712334507833,0.230050386793671,0.616005634604443,0.537890800976589,0.829867573363973,"NR_125371",70028,"chr22;chr22;chr22;chr22;chr22","37953699;37956773;37959346;37967099;37967625","37953807;37956901;37959476;37967170;37969312","+;+;+;+;+",2129,"chr22",37953698,37969312,"NR_125371",0,"+",37969312,37969312,0,5,"109,129,131,72,1688,","0,3074,5647,13400,13926,",15614,37953198,37954198,37954698,37968812,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"POLR2F"
"20112","NR_126010",4.83120227792352,-0.182018499445836,0.934350198488093,-0.194807578293843,0.845543589333757,0.950311892076559,"NR_126010",68128,"chr21;chr21;chr21;chr21;chr21","28048414;28102550;28130530;28135314;28136690","28048537;28102769;28130622;28135708;28137609","+;+;+;+;+",1752,"chr21",28048413,28137609,"NR_126010",0,"+",28137609,28137609,0,5,"124,220,93,395,920,","0,54136,82116,86900,88276,",89196,28047913,28048913,28049413,28137109,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC01697"
"20113","NR_126012",12.7578335855728,1.05948560201877,0.754082106880312,1.4050003207236,0.160021182900966,0.499803150075753,"NR_126012",68129,"chr21;chr21;chr21;chr21;chr21;chr21","28116094;28163602;28170078;28212240;28225884;28228362","28119874;28163717;28170143;28212348;28225991;28228667","-;-;-;-;-;-",4486,"chr21",28116093,28228667,"NR_126012",0,"-",28228667,28228667,0,6,"3781,116,66,109,108,306,","0,47508,53984,96146,109790,112268,",112574,28228167,28229167,28116593,28227667,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC01695"
"20161","NR_126356",625.823945751537,-1.14756182477582,0.362482363466066,-3.16584181862755,0.00154634858963166,0.0207282005301738,"NR_126356",69204,"chr22;chr22;chr22;chr22;chr22;chr22","35119824;35120013;35171435;35172339;35194857;35230998","35119904;35120067;35171602;35172460;35195019;35231056","-;-;-;-;-;-",648,"chr22",35119823,35231056,"NR_126356",0,"-",35231056,35231056,0,6,"81,55,168,122,163,59,","0,189,51611,52515,75033,111174,",111233,35230556,35231556,35120323,35230056,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LINC01399"
"20219","NR_126507",49.8633467263305,0.353987808182418,0.425358713145163,0.832210078794395,0.405290375880815,0.74905870325276,"NR_126507",69887,"chr22;chr22;chr22","31933521;31937989;31945233","31934449;31938115;31945362","-;-;-",1186,"chr22",31933520,31945362,"NR_126507",0,"-",31945362,31945362,0,3,"929,127,130,","0,4468,11712,",11842,31944862,31945862,31934020,31944362,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"C22orf24"
"20236","NR_130151",529.46551096304,-0.00849975911496995,0.198237425739174,-0.0428766620797089,0.965799852600386,0.988462122072809,"NR_130151",70107,"chr22;chr22;chr22;chr22;chr22","39529093;39529820;39530464;39532395;39532687","39529623;39529917;39530554;39532523;39532748","-;-;-;-;-",911,"chr22",39529092,39532748,"NR_130151",0,"-",39532748,39532748,0,5,"531,98,91,129,62,","0,727,1371,3302,3594,",3656,39532248,39533248,39529592,39531748,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"RPS19BP1"
"20299","NR_131192",21.2744720955154,1.8822708119695,0.525593129572426,3.58123176667234,0.000341978118416497,0.0061808971177464,"NR_131192",68793,"chr21;chr21","42599404;42614853","42600848;42615095","-;-",1688,"chr21",42599403,42615095,"NR_131192",0,"-",42615095,42615095,0,2,"1445,243,","0,15449,",15692,42614595,42615595,42599903,42614095,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC01671"
"20323","NR_131902",71.0272932568463,0.660109727898433,0.339677789065907,1.9433408634509,0.0519749872819964,0.265802290359223,"NR_131902",68800,"chr21;chr21","43358055;43360892","43359486;43362349","-;-",2890,"chr21",43358054,43362349,"NR_131902",0,"-",43362349,43362349,0,2,"1432,1458,","0,2837,",4295,43361849,43362849,43358554,43361349,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC01679"
"20354","NR_132320",11.0466186742042,-0.182285661374443,0.651789893017105,-0.279669358680373,0.779731188807886,0.93028208835909,"NR_132320",69331,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","10940597;10941689;10944967;10947304;10949212;10950049;10959067;10960332;10961283","10940707;10941780;10945053;10947418;10949269;10950174;10959136;10960431;10961529","-;-;-;-;-;-;-;-;-",1006,"chr22",10940596,10961529,"NR_132320",0,"-",10961529,10961529,0,9,"111,92,87,115,58,126,70,100,247,","0,1092,4370,6707,8615,9452,18470,19735,20686,",20933,10961029,10962029,10941096,10960529,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FRG1FP"
"20375","NR_132385",0.758530338270288,1.65147332659012,2.43812901792414,0.677352721881884,0.498182187528272,NA,"NR_132385",69334,"chr22;chr22;chr22","15746674;15754388;15778010","15746899;15754453;15778289","+;+;+",572,"chr22",15746673,15778289,"NR_132385",0,"+",15778289,15778289,0,3,"226,66,280,","0,7714,31336,",31616,15746173,15747173,15747673,15777789,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LINC01297"
"20427","NR_133911",7.64529994601393,-4.25456066853173,1.46043034744858,-2.91322395208,0.00357717954690421,0.0400388511223018,"NR_133911",50556,"chr14;chr14;chr14;chr14;chr14;chr14;chr22;chr22;chr22","19083134;19090834;19098057;19301704;19309106;19316601;15805698;15813394;15820621","19083447;19090921;19098320;19301967;19309193;19316914;15806011;15813481;15820884","-;-;-;+;+;+;-;-;-",1998,"chr22",15805697,15820884,"NR_133911",0,"-",15820884,15820884,0,3,"314,88,264,","0,7696,14923,",15187,15820384,15821384,15806197,15819884,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"BMS1P22"
"20428","NR_133911",7.64529994601393,-4.25456066853173,1.46043034744858,-2.91322395208,0.00357717954690421,0.0400388511223018,"NR_133911",50556,"chr14;chr14;chr14;chr14;chr14;chr14;chr22;chr22;chr22","19083134;19090834;19098057;19301704;19309106;19316601;15805698;15813394;15820621","19083447;19090921;19098320;19301967;19309193;19316914;15806011;15813481;15820884","-;-;-;+;+;+;-;-;-",1998,"chr22",15805697,15820884,"NR_133911",0,"-",15820884,15820884,0,3,"314,88,264,","0,7696,14923,",15187,15820384,15821384,15806197,15819884,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"BMS1P22"
"20429","NR_133911",7.64529994601393,-4.25456066853173,1.46043034744858,-2.91322395208,0.00357717954690421,0.0400388511223018,"NR_133911",50556,"chr14;chr14;chr14;chr14;chr14;chr14;chr22;chr22;chr22","19083134;19090834;19098057;19301704;19309106;19316601;15805698;15813394;15820621","19083447;19090921;19098320;19301967;19309193;19316914;15806011;15813481;15820884","-;-;-;+;+;+;-;-;-",1998,"chr22",15805697,15820884,"NR_133911",0,"-",15820884,15820884,0,3,"314,88,264,","0,7696,14923,",15187,15820384,15821384,15806197,15819884,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"BMS1P22"
"20510","NR_134559",32.8286644070501,3.40680623471721,0.517998978403171,6.5768589838137,4.80490065454205e-11,4.94055120350869e-09,"NR_134559",68648,"chr21;chr21","33931122;33938225","33931742;33938372","+;+",769,"chr21",33931121,33938372,"NR_134559",0,"+",33938372,33938372,0,2,"621,148,","0,7103,",7251,33930621,33931621,33932121,33937872,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC00649"
"20517","NR_134581",0.409190340157692,-0.190907696985132,4.07354782669723,-0.0468652155582809,0.962620651580138,NA,"NR_134581",69700,"chr22;chr22","27310651;27316804","27315049;27317840","+;+",5436,"chr22",27310650,27317840,"NR_134581",0,"+",27317840,27317840,0,2,"4399,1037,","0,6153,",7190,27310150,27311150,27311650,27317340,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LINC02554"
"20518","NR_134582",1.22587594868477,-0.728008488730862,2.27650194910795,-0.319792605060642,0.749125553795316,NA,"NR_134582",70264,"chr22;chr22","43275942;43281937","43276011;43283826","+;+",1960,"chr22",43275941,43283826,"NR_134582",0,"+",43283826,43283826,0,2,"70,1890,","0,5995,",7885,43275441,43276441,43276941,43283326,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC101927447"
"20543","NR_134617",3.27080359802608,-1.06320261963433,1.31105882624,-0.810949591547695,0.417394619513306,NA,"NR_134617",69910,"chr22;chr22;chr22;chr22","33108529;33109103;33110409;33116208","33108625;33109233;33110643;33116294","+;+;+;+",550,"chr22",33108528,33116294,"NR_134617",0,"+",33116294,33116294,0,4,"97,131,235,87,","0,574,1880,7679,",7766,33108028,33109028,33109528,33115794,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LINC01640"
"20547","NR_134623",277.942547327421,0.42938474675208,0.189688035983513,2.26363642032437,0.0235964858944961,0.16012375921082,"NR_134623",69959,"chr22;chr22;chr22;chr22","36703876;36723228;36766344;36766949","36703992;36723347;36766521;36767089","+;+;+;+",556,"chr22",36703875,36767089,"NR_134623",0,"+",36767089,36767089,0,4,"117,120,178,141,","0,19352,62468,63073,",63214,36703375,36704375,36704875,36766589,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC105373021"
"20548","NR_134631",2.83827598543351,-1.04691012085061,1.32134158803185,-0.792308461591668,0.428180839065206,NA,"NR_134631",70181,"chr22;chr22","41551709;41560720","41551888;41560883","-;-",344,"chr22",41551708,41560883,"NR_134631",0,"-",41560883,41560883,0,2,"180,164,","0,9011,",9175,41560383,41561383,41552208,41559883,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC105373044"
"20705","NR_135279",3.34833363962868,0.219103588024242,1.27133632786195,0.172341168282917,0.863169320906462,NA,"NR_135279",68869,"chr21;chr21;chr21","45234340;45243532;45258451","45234506;45243626;45258730","+;+;+",542,"chr21",45234339,45258730,"NR_135279",0,"+",45258730,45258730,0,3,"167,95,280,","0,9192,24111,",24391,45233839,45234839,45235339,45258230,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC00334"
"20716","NR_135291",209.761832221087,1.75555396131975,0.28372502701274,6.18751887982347,6.11185289474225e-10,5.28534232636095e-08,"NR_135291",68943,"chr22;chr22;chr22;chr22;chr22;chr22;chr22","21991099;21994144;21995133;22023294;22025173;22026222;22043682","21991754;21994773;21995432;22023430;22026129;22026327;22043934","-;-;-;-;-;-;-",3039,"chr22",21991098,22043934,"NR_135291",0,"-",22043934,22043934,0,7,"656,630,300,137,957,106,253,","0,3045,4034,32195,34074,35123,52583,",52836,22043434,22044434,21991598,22042934,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PRAMENP"
"20723","NR_135311",273.181151576841,1.49023496668487,0.783052646126461,1.90310954704851,0.0570262524598157,0.281838714897383,"NR_135311",68465,"chr21;chr21;chr21;chr21;chr21","14216157;14219553;14221097;14224438;14226859","14216282;14219725;14221169;14224537;14228372","+;+;+;+;+",1986,"chr21",14216156,14228372,"NR_135311",0,"+",14228372,14228372,0,5,"126,173,73,100,1514,","0,3396,4940,8281,10702,",12216,14215656,14216656,14217156,14227872,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"RBM11"
"20741","NR_135512",0.681544955390769,1.37062791811054,2.34326902009061,0.584921281491419,0.558600648203279,NA,"NR_135512",68451,"chr21;chr21;chr21","9543030;9548818;9558973","9543108;9548995;9559268","+;+;+",553,"chr21",9543029,9559268,"NR_135512",0,"+",9559268,9559268,0,3,"79,178,296,","0,5788,15943,",16239,9542529,9543529,9544029,9558768,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC105379511"
"20742","NR_135513",3.70552709810389,-0.28081264548079,1.17667396575025,-0.238649493108945,0.811377383794889,NA,"NR_135513",68452,"chr21;chr21;chr21;chr21;chrUn_KI270753v1;chrUn_KI270753v1;chrUn_KI270753v1;chrUn_KI270753v1","9662189;9677372;9678230;9679515;41866;43418;44202;59449","9662338;9677569;9678353;9679905;42256;43541;44399;59598","+;+;+;+;-;-;-;-",1726,"chr21",9662188,9679905,"NR_135513",0,"+",9679905,9679905,0,4,"150,198,124,391,","0,15183,16041,17326,",17717,9661688,9662688,9663188,9679405,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC105379514"
"20743","NR_135513",3.70552709810389,-0.28081264548079,1.17667396575025,-0.238649493108945,0.811377383794889,NA,"NR_135513",68452,"chr21;chr21;chr21;chr21;chrUn_KI270753v1;chrUn_KI270753v1;chrUn_KI270753v1;chrUn_KI270753v1","9662189;9677372;9678230;9679515;41866;43418;44202;59449","9662338;9677569;9678353;9679905;42256;43541;44399;59598","+;+;+;+;-;-;-;-",1726,"chr21",9662188,9679905,"NR_135513",0,"+",9679905,9679905,0,4,"150,198,124,391,","0,15183,16041,17326,",17717,9661688,9662688,9663188,9679405,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC105379514"
"20744","NR_135516",35.9746616440521,0.34007016046176,0.465817475483813,0.73005024147828,0.465359474819206,0.789551949278224,"NR_135516",68126,"chr21;chr21;chr21;chr21","26393635;26503582;26506567;26518522","26393697;26503702;26506732;26518592","+;+;+;+",421,"chr21",26393634,26518592,"NR_135516",0,"+",26518592,26518592,0,4,"63,121,166,71,","0,109947,112932,124887,",124958,26393134,26394134,26394634,26518092,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"CYYR1-AS1"
"20745","NR_135521",70.6885352894916,2.04868301964606,0.561934050988846,3.64577127163046,0.000266591021303542,0.00500058330616421,"NR_135521",68510,"chr21;chr21;chr21;chr21","24428740;24438253;24441795;24443964","24428904;24438443;24441913;24445084","+;+;+;+",1596,"chr21",24428739,24445084,"NR_135521",0,"+",24445084,24445084,0,4,"165,191,119,1121,","0,9513,13055,15224,",16345,24428239,24429239,24429739,24444584,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC01684"
"20836","NR_135922",1.9109795428721,-0.452562410444533,1.64720975714241,-0.274744857770659,0.783512265300489,NA,"NR_135922",69390,"chr22;chr22;chr22;chr22;chr22;chr22","18850118;18852219;18853650;18855790;18856575;18858382","18851843;18852594;18853755;18855918;18857489;18861051","+;+;+;+;+;+",5922,"chr22",18850117,18861051,"NR_135922",0,"+",18861051,18861051,0,6,"1726,376,106,129,915,2670,","0,2101,3532,5672,6457,8264,",10934,18849617,18850617,18851117,18860551,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC102725072"
"20912","NR_136540",1.31619102208381,-2.85644382863934,2.41489200118392,-1.18284537247999,0.236870434843734,NA,"NR_136540",68382,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","6059029;6060414;6062524;6066867;6076004;43461960;43471512;43475972;43478064;43479500","6059063;6060499;6062591;6067049;6076305;43462261;43471694;43476039;43478149;43479534","+;+;+;+;+;-;-;-;-;-",1348,"chr21",6059028,6076305,"NR_136540",0,"+",6076305,6076305,0,5,"35,86,68,183,302,","0,1385,3495,7838,16975,",17277,6058528,6059528,6060028,6075805,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC01669"
"20913","NR_136540",1.31619102208381,-2.85644382863934,2.41489200118392,-1.18284537247999,0.236870434843734,NA,"NR_136540",68382,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","6059029;6060414;6062524;6066867;6076004;43461960;43471512;43475972;43478064;43479500","6059063;6060499;6062591;6067049;6076305;43462261;43471694;43476039;43478149;43479534","+;+;+;+;+;-;-;-;-;-",1348,"chr21",6059028,6076305,"NR_136540",0,"+",6076305,6076305,0,5,"35,86,68,183,302,","0,1385,3495,7838,16975,",17277,6058528,6059528,6060028,6075805,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC01669"
"20914","NR_136542",200.743261338863,1.80059762303598,0.346284169048306,5.19976881410596,1.99536554542039e-07,1.01044592169442e-05,"NR_136542",68071,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","16070488;16071114;16181591;16231056;16391614;16487490;16594340;16606994","16070567;16071398;16181687;16231115;16391685;16487538;16594454;16610775","+;+;+;+;+;+;+;+",4540,"chr21",16070487,16610775,"NR_136542",0,"+",16610775,16610775,0,8,"80,285,97,60,72,49,115,3782,","0,626,111103,160568,321126,417002,523852,536506,",540288,16069987,16070987,16071487,16610275,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"MIR99AHG"
"20916","NR_136559",0.972250594668025,1.1446246418622,2.06672299651058,0.553835537609427,0.579691404800563,NA,"NR_136559",69505,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","21301260;21306069;21306686;21306953;21307559;21311740;21312239;21314300;21319270;21322303;21322796;21326533","21301424;21306223;21306726;21307025;21309524;21311773;21312300;21314365;21319356;21322327;21322854;21326636","-;-;-;-;-;-;-;-;-;-;-;-",2837,"chr22",21301259,21326636,"NR_136559",0,"-",21326636,21326636,0,12,"165,155,41,73,1966,34,62,66,87,25,59,104,","0,4809,5426,5693,6299,10480,10979,13040,18010,21043,21536,25273,",25377,21326136,21327136,21301759,21325636,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FAM230H"
"20917","NR_136560",1.61733189235814,-0.187607742704324,1.94123823479401,-0.096643337917889,0.923009638873094,NA,"NR_136560",69385,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","18487127;18489205;18489732;18491986;18494560;18494859;18495362;18500156","18487204;18489266;18489765;18494026;18494632;18494899;18495516;18500594","+;+;+;+;+;+;+;+",2923,"chr22",18487126,18500594,"NR_136560",0,"+",18500594,18500594,0,8,"78,62,34,2041,73,41,155,439,","0,2078,2605,4859,7433,7732,8235,13029,",13468,18486626,18487626,18488126,18500094,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FAM230A"
"20918","NR_136561",0.191205044651412,0.341406884200408,4.38949268914525,0.077778210006972,0.938004479826821,NA,"NR_136561",69005,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","18733914;18736032;18736559;18739530;18744510;18746574;18747101;18751869;18757467","18734054;18736090;18736583;18739616;18744575;18746635;18747134;18752825;18757894","+;+;+;+;+;+;+;+;+",1859,"chr22",18733913,18757894,"NR_136561",0,"+",18757894,18757894,0,9,"141,59,25,87,66,62,34,957,428,","0,2118,2645,5616,10596,12660,13187,17955,23553,",23981,18733413,18734413,18734913,18757394,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FAM230E"
"20920","NR_136569",0.386692434626135,-2.26381501963887,4.21938656594339,-0.536527048247052,0.591594347431975,NA,"NR_136569",69383,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","18361830;18366901;18372923;18373422;18375484;18380456;18383487;18383980;18386386","18362257;18367857;18372956;18373483;18375549;18380542;18383511;18384038;18386526","-;-;-;-;-;-;-;-;-",1859,"chr22",18361829,18386526,"NR_136569",0,"-",18386526,18386526,0,9,"428,957,34,62,66,87,25,59,141,","0,5071,11093,11592,13654,18626,21657,22150,24556,",24697,18386026,18387026,18362329,18385526,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FAM230J"
"20921","NR_136570",2.06792307947268,1.32578134817565,1.42661472909457,0.929319823451622,0.352723364825008,NA,"NR_136570",69381,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","18178026;18183110;18183727;18183994;18184600;18188623;18189122;18191183;18196157;18199190;18199683;18205775","18178465;18183264;18183767;18184066;18186406;18188656;18189183;18191248;18196243;18199214;18199741;18205863","-;-;-;-;-;-;-;-;-;-;-;-",2938,"chr22",18178025,18205863,"NR_136570",0,"-",18205863,18205863,0,12,"440,155,41,73,1807,34,62,66,87,25,59,89,","0,5084,5701,5968,6574,10597,11096,13157,18131,21164,21657,27749,",27838,18205363,18206363,18178525,18204863,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FAM230D"
"20922","NR_136571",2.39993452631732,1.40277686582598,1.40827920489607,0.996092863509622,0.319205027004506,NA,"NR_136571",68942,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","18865043;18870130;18870747;18871014;18871620;18875879;18876378;18878439;18883413;18886446;18886939;18894329","18865481;18870284;18870787;18871086;18873665;18875912;18876439;18878504;18883499;18886470;18886997;18894431","-;-;-;-;-;-;-;-;-;-;-;-",3190,"chr22",18865042,18894431,"NR_136571",0,"-",18894431,18894431,0,12,"439,155,41,73,2046,34,62,66,87,25,59,103,","0,5087,5704,5971,6577,10836,11335,13396,18370,21403,21896,29286,",29389,18893931,18894931,18865542,18893431,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FAM230F"
"20923","NR_136572",0.40422710510418,0.423389835557647,3.65513332885882,0.115834306840412,0.907783860588275,NA,"NR_136572",69473,"chr22;chr22;chr22;chr22;chr22;chr22","20340997;20341524;20344494;20349486;20351555;20352082","20341055;20341548;20344580;20349551;20351616;20352494","+;+;+;+;+;+",712,"chr22",20340996,20352494,"NR_136572",0,"+",20352494,20352494,0,6,"59,25,87,66,62,413,","0,527,3497,8489,10558,11085,",11498,20340496,20341496,20341996,20351994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FAM230G"
"20952","NR_138042",436.607657299812,-0.0735643874388708,0.289385805015013,-0.254208693598687,0.799334334651666,0.936138325839452,"NR_138042",69203,"chr22;chr22;chr22;chr22;chr22","34756665;34760355;34897836;34902623;34997719","34759061;34760487;34897956;34902763;34997916","-;-;-;-;-",2990,"chr22",34756664,34997916,"NR_138042",0,"-",34997916,34997916,0,5,"2397,133,121,141,198,","0,3690,141171,145958,241054,",241252,34997416,34998416,34757164,34996916,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"ISX-AS1"
"21004","NR_144462",2.94132120604969,-1.13184683069878,1.23054048497545,-0.919796499601848,0.357679112916159,NA,"NR_144462",70337,"chr22;chr22;chr22;chr22","47345571;47363592;47366768;47369500","47345724;47363709;47366815;47373541","+;+;+;+",4362,"chr22",47345570,47373541,"NR_144462",0,"+",47373541,47373541,0,4,"154,118,48,4042,","0,18021,21197,23929,",27971,47345070,47346070,47346570,47373041,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC339685"
